Temperature,Humidity,pm2_5,CO
29.99,NA,0.28,
27.702,NA,0.4,
29.543,NA,0.48,
21.969,NA,0.34,
22.457,NA,0.47,
20.909,NA,0.39,
22.125,NA,0.63,
24.534,NA,0.52,
22.576,NA,0.54,
21.529,NA,0.54,
23.771,NA,0.46,
21.969,NA,0.36,
21.529,NA,0.87,
23.771,NA,0.56,
20.806,NA,0.79,
24.534,NA,0.31,
20.909,NA,0.46,
22.457,NA,0.57,
22.125,NA,0.31,
22.576,NA,0.37,
21.969,NA,0.52,
21.529,NA,0.34,
20.806,NA,0.71,
23.771,NA,0.53,
22.576,NA,0.48,
22.125,NA,0.55,
24.534,NA,0.8,
20.909,NA,0.78,
22.457,NA,0.41,
24.534,NA,0.8,
21.529,NA,0.78,
22.576,NA,0.48,
22.457,NA,0.56,
21.969,NA,0.65,
23.771,NA,0.36,
22.125,NA,0.66,
20.909,NA,0.65,
20.368,NA,0.56,
22.299,NA,0.47,
19.833,NA,0.66,
19.271,NA,0.59,
19.849,NA,0.67,
20.809,NA,0.67,
19.464,NA,0.48,
21.639,NA,0.48,
20.65,NA,0.63,
19.833,NA,0.65,
19.849,NA,0.74,
21.639,NA,0.64,
22.299,NA,0.71,
18.983,NA,0.5,
20.368,NA,0.59,
20.809,NA,0.16,
19.464,NA,0.5,
20.65,NA,0.24,
19.833,NA,0.82,
20.368,NA,0.74,
18.812,NA,0.7,
20.809,NA,0.66,
22.299,NA,0.54,
20.65,NA,0.72,
19.849,NA,0.77,
21.639,NA,0.71,
18.635,NA,0.64,
19.833,NA,0.81,
19.849,NA,0.65,
19.464,NA,0.72,
20.65,NA,0.68,
21.639,NA,0.62,
20.368,NA,0.63,
22.299,NA,0.61,
20.809,NA,0.53,
18.538,NA,0.64,
19.197,NA,0.74,
20.637,NA,0.8,
18.612,NA,0.73,
18.187,NA,0.64,
18.912,NA,0.75,
16.689,NA,0.4,
19.745,NA,0.59,
19.777,NA,0.42,
18.538,NA,0.3,
18.912,NA,0.62,
19.197,NA,0.11,
16.787,NA,0.28,
20.637,NA,0.6,
18.612,NA,0.57,
18.187,NA,0.62,
19.745,NA,0.68,
19.777,NA,0.47,
19.197,NA,0.73,
18.538,NA,0.8,
20.637,NA,0.4,
19.745,NA,0.66,
18.187,NA,0.72,
18.612,NA,0.91,
16.785,NA,0.89,
18.912,NA,0.61,
19.777,NA,0.63,
18.612,NA,0.68,
16.785,NA,0.63,
18.538,NA,0.8,
19.777,NA,0.73,
19.197,NA,0.6,
20.637,NA,0.7,
19.745,NA,0.73,
18.912,NA,0.64,
18.187,NA,0.64,
16.839,NA,0.98,
17.074,NA,0.55,
18.768,NA,0.47,
16.764,NA,,
18.17,NA,,
19.141,NA,1.44,
16.409,NA,0.49,
16.087,NA,0.54,
16.839,NA,0.46,
19.141,NA,0.33,
16.764,NA,0.9,
17.074,NA,0.21,
18.768,NA,1.03,
16.409,NA,0.3,
16.087,NA,0.5,
18.098,NA,0.76,
15.633,NA,0.66,
16.839,NA,0.78,
17.074,NA,0.44,
16.409,NA,0.87,
18.768,NA,0.74,
16.087,NA,0.53,
19.141,NA,0.76,
16.764,NA,0.81,
17.074,NA,0.68,
16.409,NA,0.72,
16.087,NA,0.63,
16.839,NA,0.76,
18.768,NA,0.31,
16.764,NA,1.33,
18.069,NA,0.64,
19.141,NA,0.62,
15.558,NA,0.83,
15.722,NA,0.78,
16.414,NA,0.61,
17.043,NA,0.44,
17.332,NA,0.72,
15.76,NA,0.74,
15.824,NA,0.82,
18.287,NA,0.82,
15.722,NA,0.82,
17.043,NA,0.73,
15.824,NA,0.62,
14.316,NA,0.71,
20.15,NA,0.78,
18.287,NA,0.7,
16.414,NA,0.73,
15.76,NA,0.68,
17.332,NA,0.72,
20.15,NA,0.64,
15.722,NA,0.62,
17.332,NA,0.48,
16.414,NA,0.68,
14.32,NA,0.7,
15.722,NA,0.84,
17.043,NA,1.27,
20.15,NA,0.86,
16.414,NA,0.73,
15.824,NA,0.73,
14.32,NA,0.76,
18.287,NA,0.76,
17.332,NA,0.71,
15.824,NA,0.78,
15.76,NA,0.77,
18.287,NA,0.78,
16.493,NA,0.76,
17.394,NA,0.69,
16.592,NA,0.69,
16.113,NA,,
20.257,NA,,
17.858,NA,,
17.237,NA,,
17.237,NA,,
16.493,NA,0.4,
16.113,NA,0.85,
20.212,NA,0.59,
16.592,NA,0.64,
17.858,NA,0.73,
17.394,NA,0.73,
14.793,NA,0.7,
20.257,NA,0.8,
16.493,NA,0.82,
17.858,NA,0.68,
16.113,NA,0.79,
16.592,NA,0.74,
17.237,NA,0.84,
20.257,NA,0.67,
17.394,NA,0.77,
14.856,NA,0.69,
14.934,NA,0.75,
16.493,NA,0.79,
16.592,NA,0.76,
16.113,NA,0.76,
17.237,NA,0.78,
17.858,NA,0.63,
17.394,NA,0.78,
21.255,NA,0.81,
20.263,NA,0.73,
21.039,NA,0.82,
28.677,NA,0.73,
21.039,NA,0.83,
25.035,NA,0.75,
22.444,NA,0.7,
20.449,NA,0.67,
20.449,NA,0.82,
28.677,NA,0.74,
25.035,NA,0.61,
21.255,NA,0.91,
20.263,NA,0.75,
22.444,NA,0.75,
23.951,NA,0.67,
21.039,NA,0.69,
25.035,NA,0.69,
28.677,NA,0.68,
20.449,NA,0.62,
22.444,NA,0.48,
21.255,NA,0.61,
23.951,NA,0.76,
20.263,NA,0.97,
21.039,NA,0.56,
20.449,NA,0.49,
25.035,NA,0.73,
21.255,NA,0.66,
28.677,NA,0.63,
20.263,NA,0.71,
23.951,NA,0.68,
22.444,NA,0.58,
35.636,NA,0.74,
47.157,NA,0.72,
37.829,NA,0.77,
35.832,NA,0.59,
35.406,NA,0.59,
36.562,NA,0.57,
29.493,NA,0.55,
41.936,NA,0.72,
35.636,NA,0.71,
47.157,NA,0.65,
29.493,NA,0.69,
35.406,NA,0.75,
36.562,NA,0.68,
35.832,NA,0.73,
37.829,NA,0.74,
41.936,NA,0.62,
35.636,NA,0.71,
35.832,NA,0.7,
35.406,NA,0.68,
37.829,NA,0.67,
29.493,NA,0.59,
47.157,NA,0.74,
36.562,NA,0.66,
41.936,NA,0.66,
41.617,NA,0.63,
38.434,NA,0.67,
38.417,NA,0.69,
46.63,NA,0.59,
40.697,NA,0.33,
39.809,NA,1.35,
37.352,NA,17.4,
33.728,NA,5.05,
38.434,NA,1.83,
38.417,NA,0.52,
46.63,NA,1.46,
37.352,NA,2.3,
39.809,NA,0.54,
33.728,NA,1.69,
39.962,NA,2.59,
40.697,NA,0.61,
38.434,NA,0.63,
37.352,NA,1.83,
41.664,NA,3.29,
38.417,NA,16.41,
39.809,NA,15.98,
33.728,NA,9.04,
46.63,NA,8.09,
41.617,NA,4.05,
40.697,NA,18.3,
41.617,NA,3.32,
38.434,NA,5.04,
38.417,NA,2.42,
46.63,NA,3.39,
37.352,NA,5.39,
40.714,NA,1.71,
40.697,NA,4.87,
41.884,NA,2.26,
41.477,NA,1.06,
50.167,NA,0.46,
44.053,NA,0.36,
38.889,NA,0.46,
43.462,NA,0.59,
45.24,NA,1.08,
42.585,NA,0.59,
41.477,NA,0.5,
41.884,NA,1.45,
38.889,NA,0.45,
50.167,NA,0.64,
44.053,NA,0.77,
43.462,NA,0.57,
45.24,NA,0.96,
42.585,NA,1.32,
41.477,NA,0.9,
42.585,NA,0.76,
38.889,NA,2.35,
44.053,NA,0.83,
43.462,NA,3.23,
50.167,NA,2.18,
45.24,NA,6.95,
,NA,8.98,
44.053,NA,6.28,
50.167,NA,13.56,
38.889,NA,4.78,
42.585,NA,1.49,
41.884,NA,1.24,
45.24,NA,1.14,
43.462,NA,1.38,
39.016,NA,0.48,
37.73,NA,3.56,
40.409,NA,14.67,
42.325,NA,3.39,
46.446,NA,29.33,
46.538,NA,23.53,
44.602,NA,25.7,
39.016,NA,16.01,
40.008,NA,25.5,
44.602,NA,1.08,
42.325,NA,1.33,
46.446,NA,1.9,
40.409,NA,13.01,
37.73,NA,18.28,
51.14,NA,29.93,
39.016,NA,25.25,
37.73,NA,17.79,
40.409,NA,6.17,
42.325,NA,15.98,
40.008,NA,4.55,
44.602,NA,3.89,
46.538,NA,11.29,
46.446,NA,9.95,
44.602,NA,1.46,
39.016,NA,10.05,
37.73,NA,1.44,
42.325,NA,2.85,
46.446,NA,8.07,
46.538,NA,8.53,
51.068,NA,1.46,
40.008,NA,1.79,
42.97,NA,9.6,
48.291,NA,4.06,
50.548,NA,5.34,
40.483,NA,1.47,
43.698,NA,9.58,
54.915,NA,0.55,
42.332,NA,2.3,
42.589,NA,6.84,
54.915,NA,5.82,
43.698,NA,5.19,
41.997,NA,1.7,
42.97,NA,2.65,
50.548,NA,2.23,
48.291,NA,1.4,
48.291,NA,5.45,
42.589,NA,0.97,
42.97,NA,12.93,
54.915,NA,3.84,
42.332,NA,0.48,
41.997,NA,4.58,
50.548,NA,6.14,
43.698,NA,,
42.589,NA,3.65,
42.97,NA,1.13,
41.997,NA,3.1,
54.915,NA,1.22,
48.291,NA,1.26,
43.698,NA,2.31,
40.74,NA,1.34,
42.332,NA,,
50.548,NA,1.59,
42.4,NA,4.44,
41.06,NA,1.32,
46.445,NA,4.17,
43.096,NA,0,
42.375,NA,28.28,
41.661,NA,0.5,
48.907,NA,4.82,
43.414,NA,23.56,
48.807,NA,2.57,
42.375,NA,0.3,
46.445,NA,,
43.096,NA,0,
48.807,NA,1.19,
42.4,NA,2.06,
43.414,NA,1.19,
41.06,NA,12.23,
42.375,NA,12.77,
41.06,NA,1.14,
41.661,NA,1.26,
46.445,NA,1.21,
43.096,NA,10.68,
42.4,NA,17.21,
43.414,NA,9.13,
49.171,NA,4.19,
48.807,NA,4.21,
45.581,NA,4.79,
44.832,NA,1.22,
50.23,NA,1.4,
46.484,NA,4.52,
54.526,NA,2.84,
45.269,NA,1.7,
47.022,NA,1.77,
40.968,NA,1.52,
45.581,NA,1.4,
44.832,NA,5.65,
54.596,NA,1.78,
45.286,NA,4.45,
47.022,NA,3.93,
45.269,NA,1.4,
50.23,NA,1.96,
45.581,NA,1.54,
45.286,NA,1.89,
46.484,NA,3.21,
47.022,NA,2.36,
44.832,NA,1.56,
40.968,NA,3.74,
45.269,NA,2,
50.23,NA,1.3,
54.653,NA,1.54,
44.832,NA,2.89,
50.23,NA,3.84,
40.968,NA,4.29,
45.286,NA,2.08,
46.484,NA,5.48,
54.701,NA,2.83,
59.037,NA,1.75,
47.688,NA,15.98,
48.264,NA,2.03,
50.023,NA,5.28,
47.849,NA,5.01,
49.065,NA,6.96,
53.821,NA,2.58,
50.125,NA,7.52,
44.223,NA,15.9,
44.223,NA,20.81,
48.264,NA,26.99,
50.023,NA,2.86,
59.301,NA,7.24,
47.849,NA,3.42,
47.688,NA,15.1,
49.065,NA,2.42,
53.821,NA,2.11,
50.125,NA,27.06,
48.264,NA,10.62,
47.688,NA,9.91,
47.849,NA,3.56,
44.223,NA,1.62,
53.821,NA,18.69,
50.125,NA,12.18,
50.023,NA,9.82,
49.065,NA,9.35,
59.337,NA,16.7,
50.023,NA,9.44,
47.688,NA,16.46,
44.223,NA,2.89,
48.264,NA,2.42,
53.821,NA,14.36,
50.125,NA,12.51,
47.849,NA,1.5,
49.958,NA,1.86,
53.086,NA,1.09,
63.8,NA,9.97,
50.812,NA,37.73,
47.53,NA,25.13,
53.589,NA,9.92,
52.538,NA,48.07,
58.477,NA,3.15,
51.186,NA,1.16,
49.958,NA,20.25,
51.186,NA,8.78,
52.538,NA,1.82,
47.53,NA,29,
64.299,NA,29.16,
53.086,NA,34.69,
49.958,NA,35.05,
53.65,NA,16.67,
50.812,NA,9.03,
47.53,NA,14.55,
64.538,NA,21.83,
51.186,NA,9.91,
53.086,NA,1.31,
53.65,NA,11.68,
50.812,NA,1.14,
58.477,NA,26.54,
52.538,NA,1.16,
49.958,NA,4.29,
50.812,NA,1.43,
47.53,NA,2.4,
53.65,NA,1.96,
51.186,NA,9.97,
53.086,NA,2.76,
58.477,NA,5.77,
52.538,NA,5.26,
64.638,NA,1.19,
55.992,NA,1.42,
54.83,NA,1.76,
60.919,NA,1.47,
54.833,NA,22.81,
49.564,NA,9.83,
59.718,NA,1.78,
52.405,NA,13.22,
55.853,NA,1.2,
59.6,NA,3.19,
55.992,NA,22.32,
55.853,NA,19.24,
52.405,NA,18.85,
59.718,NA,1.06,
54.83,NA,18.66,
54.833,NA,1.7,
49.564,NA,1.01,
60.919,NA,8.24,
59.56,NA,1.27,
49.564,NA,2.15,
54.83,NA,2.21,
55.992,NA,2.13,
52.405,NA,2.39,
59.537,NA,3.05,
55.853,NA,2.68,
54.833,NA,2.26,
60.919,NA,2,
55.785,NA,2.09,
49.874,NA,2.71,
56.428,NA,1.95,
57.202,NA,1.82,
56.532,NA,1.67,
51.392,NA,2.21,
58.475,NA,1.96,
61.595,NA,1.7,
60.147,NA,1.63,
58.497,NA,1.21,
55.785,NA,1.54,
56.428,NA,2.66,
61.595,NA,3.38,
49.874,NA,1.72,
51.392,NA,1.62,
56.532,NA,2.5,
57.202,NA,1.47,
60.147,NA,2.12,
55.785,NA,6.11,
56.428,NA,3.03,
51.392,NA,1.5,
61.595,NA,3.91,
57.202,NA,1.14,
58.501,NA,1.31,
60.147,NA,1.12,
56.532,NA,1.06,
56.428,NA,,
55.785,NA,1.19,
56.532,NA,8.22,
60.147,NA,1.18,
57.202,NA,1.15,
51.392,NA,3.63,
61.595,NA,2.63,
49.874,NA,1.13,
58.512,NA,1.36,
57.034,NA,1.34,
48.76,NA,3.56,
60.077,NA,1.24,
51.036,NA,1.21,
61.853,NA,1.22,
56.8,NA,,
58.452,NA,,
56.007,NA,1.48,
57.034,NA,1.07,
59.014,NA,1.82,
60.077,NA,2.09,
58.452,NA,1.56,
56.8,NA,1.64,
51.036,NA,1.61,
56.012,NA,1.6,
48.76,NA,1.99,
61.853,NA,1.73,
59.085,NA,1.72,
56.8,NA,0.94,
57.034,NA,0.83,
48.76,NA,1.35,
60.077,NA,1.36,
51.036,NA,2.48,
56.012,NA,1.52,
61.853,NA,2.18,
58.452,NA,2.3,
57.034,NA,1.55,
60.077,NA,1.13,
56.8,NA,1.63,
59.073,NA,1.7,
51.036,NA,1.47,
58.452,NA,2.03,
48.76,NA,1.72,
61.853,NA,,
56.012,NA,1.88,
49.555,NA,1.81,
62.86,NA,1.84,
57.642,NA,1.92,
54.629,NA,2.07,
60.341,NA,1.78,
58.895,NA,1.68,
65.231,NA,1.33,
56.174,NA,1.44,
59.429,NA,1.93,
49.555,NA,1.55,
60.341,NA,2.67,
63.15,NA,2.08,
65.231,NA,1.44,
57.642,NA,1.18,
58.895,NA,1.32,
56.174,NA,1.62,
59.429,NA,1.29,
54.629,NA,1.25,
57.642,NA,1.2,
58.895,NA,1.54,
60.341,NA,1.77,
54.629,NA,1.58,
49.555,NA,0.85,
59.429,NA,1.49,
56.174,NA,0.69,
58.895,NA,0.76,
65.231,NA,0.96,
63.163,NA,0.89,
54.629,NA,0.85,
60.341,NA,0.93,
57.642,NA,0.79,
49.555,NA,0.66,
56.174,NA,0.79,
59.429,NA,0.8,
66.08,NA,0.78,
51.261,NA,1.3,
51.717,NA,1.02,
56.752,NA,0.84,
58.05,NA,0.78,
50.587,NA,1.02,
56.256,NA,0.78,
58.18,NA,0.97,
56.752,NA,0.98,
56.256,NA,0.97,
51.717,NA,0.93,
65.467,NA,1.15,
50.587,NA,1.08,
58.18,NA,0.99,
60.14,NA,1.23,
51.261,NA,1.04,
58.05,NA,1.05,
56.256,NA,1.16,
56.752,NA,1.12,
51.717,NA,1.21,
60.14,NA,1.32,
51.261,NA,1.85,
58.18,NA,1.39,
50.587,NA,1.9,
65.379,NA,1.6,
51.717,NA,1.37,
60.14,NA,1.81,
58.18,NA,3.28,
50.587,NA,1.59,
56.752,NA,2.19,
65.285,NA,2.2,
51.261,NA,2.06,
56.256,NA,1.7,
58.05,NA,1.69,
46.345,NA,1.46,
39.652,NA,1.73,
48.225,NA,1.51,
49.704,NA,1.66,
39.214,NA,1.51,
49.632,NA,1.51,
54.29,NA,1.47,
46.345,NA,1.45,
48.225,NA,1.57,
39.652,NA,1.12,
49.632,NA,0.94,
54.29,NA,0.73,
39.214,NA,0.94,
49.704,NA,0.81,
46.592,NA,0.79,
48.704,NA,1.01,
46.345,NA,0.84,
49.704,NA,0.56,
39.652,NA,0.58,
49.632,NA,0.62,
39.214,NA,1.68,
46.592,NA,0.77,
48.225,NA,0.58,
54.29,NA,1.41,
46.345,NA,0.97,
48.225,NA,1.51,
54.29,NA,1.03,
39.652,NA,0.86,
48.02,NA,0.57,
49.704,NA,0.79,
46.592,NA,1.28,
49.632,NA,1.19,
39.214,NA,0.89,
32.821,NA,0.96,
37.528,NA,1.22,
37.545,NA,1.2,
37.801,NA,0.91,
31.006,NA,0.98,
42.505,NA,0.52,
37.454,NA,0.92,
45.858,NA,0.9,
32.821,NA,2.11,
39.811,NA,0.82,
42.505,NA,0.86,
45.858,NA,0.87,
37.528,NA,0.86,
37.545,NA,0.82,
37.454,NA,0.87,
37.801,NA,0.62,
31.006,NA,1,
37.545,NA,0.85,
37.801,NA,1.11,
45.858,NA,1.18,
37.528,NA,1.19,
31.006,NA,1.03,
39.684,NA,1.13,
32.821,NA,1.03,
37.454,NA,1.86,
42.505,NA,1.25,
45.858,NA,0.81,
37.801,NA,1.08,
32.821,NA,1.07,
42.505,NA,1.02,
39.543,NA,0.78,
31.006,NA,1.37,
37.528,NA,1.87,
37.454,NA,1.65,
37.545,NA,0.64,
31.186,NA,0.94,
31.129,NA,0.98,
29.654,NA,2.09,
29.915,NA,0.71,
34.835,NA,0.72,
26.728,NA,1.53,
31.731,NA,0.6,
29.321,NA,0.67,
31.129,NA,0.82,
26.728,NA,0.49,
29.915,NA,0.62,
29.321,NA,0.6,
36.492,NA,0.55,
29.654,NA,0.66,
31.186,NA,1.15,
34.835,NA,0.69,
31.186,NA,0.6,
29.321,NA,0.6,
31.255,NA,0.99,
31.129,NA,0.88,
36.492,NA,0.67,
29.654,NA,0.72,
29.915,NA,0.61,
26.728,NA,0.46,
34.835,NA,0.91,
31.129,NA,0.61,
36.492,NA,0.47,
31.186,NA,0.56,
29.654,NA,0.52,
34.835,NA,0.42,
29.915,NA,1.08,
26.728,NA,0.78,
29.321,NA,0.42,
22.754,NA,0.43,
28.288,NA,0.49,
24.245,NA,0.43,
29.706,NA,0.43,
25.181,NA,0.49,
25.891,NA,0.76,
22.894,NA,0.65,
25.927,NA,0.4,
25.927,NA,0.43,
25.891,NA,0.39,
25.181,NA,0.41,
28.288,NA,0.36,
22.894,NA,0.33,
29.706,NA,0.36,
22.754,NA,0.34,
24.245,NA,0.38,
22.894,NA,0.37,
28.288,NA,0.35,
24.245,NA,0.34,
25.927,NA,0.34,
22.754,NA,0.41,
25.891,NA,0.4,
29.706,NA,0.34,
25.218,NA,0.97,
25.181,NA,3.8,
22.894,NA,4.02,
28.288,NA,2.12,
23.89,NA,0.47,
25.137,NA,0.33,
26.252,NA,1.61,
25.891,NA,5.43,
25.211,NA,,
25.181,NA,,
22.754,NA,3.02,
29.706,NA,3.63,
25.927,NA,2.48,
26.561,NA,3.55,
25.858,NA,5.62,
23.045,NA,6.28,
22.535,NA,7.87,
25.774,NA,4.04,
23.045,NA,2.27,
25.137,NA,0.42,
26.252,NA,1.28,
23.89,NA,0.57,
24.741,NA,0.46,
26.561,NA,0.38,
22.535,NA,0.53,
25.774,NA,1.51,
25.858,NA,0.55,
25.137,NA,0.61,
26.252,NA,1.48,
26.252,NA,0.69,
23.89,NA,0.74,
25.858,NA,2.63,
25.774,NA,5.8,
22.535,NA,0.46,
25.858,NA,0.48,
26.561,NA,0.75,
23.89,NA,0.51,
24.514,NA,5.23,
25.137,NA,0.64,
22.979,NA,1.01,
26.561,NA,,
22.535,NA,0.91,
25.774,NA,0.53,
23.045,NA,0.47,
24.521,NA,0.83,
19.973,NA,0.58,
20.231,NA,0.69,
19.144,NA,0.63,
21.008,NA,0.45,
20.661,NA,0.61,
22.05,NA,0,
19.973,NA,0,
20.104,NA,0.01,
20.231,NA,0.05,
21.008,NA,0,
22.05,NA,1.37,
22.979,NA,45.96,
19.144,NA,47.93,
20.661,NA,3.59,
18.972,NA,3.34,
19.973,NA,0.56,
22.979,NA,1.59,
19.144,NA,0.52,
20.231,NA,0.47,
22.05,NA,0.49,
20.104,NA,0.41,
21.008,NA,0.22,
20.661,NA,0.38,
18.961,NA,0.41,
19.973,NA,0.59,
18.961,NA,0.39,
20.231,NA,0.55,
22.979,NA,0.31,
20.104,NA,0.77,
19.144,NA,0.38,
20.661,NA,0.42,
22.05,NA,0.48,
21.008,NA,0.48,
19.286,NA,0.51,
19.01,NA,0.38,
18.733,NA,0.3,
20.859,NA,0.43,
18.632,NA,0.53,
17.91,NA,0.5,
21.021,NA,0.4,
18.759,NA,0.57,
18.667,NA,0.36,
18.632,NA,0.36,
21.021,NA,0.41,
17.91,NA,0.52,
18.733,NA,0.97,
19.286,NA,0.89,
18.632,NA,0.8,
19.01,NA,0.51,
18.759,NA,0.25,
20.859,NA,0.2,
18.646,NA,0.38,
19.286,NA,0.52,
18.759,NA,0.46,
21.021,NA,0.52,
18.733,NA,0.43,
20.859,NA,0.71,
17.91,NA,0.64,
19.01,NA,1.08,
18.629,NA,1.13,
19.286,NA,0.46,
18.632,NA,0.51,
18.623,NA,0.61,
19.01,NA,0.51,
21.021,NA,0.49,
17.91,NA,1.45,
18.759,NA,0.55,
20.859,NA,0.73,
18.733,NA,0.56,
17.531,NA,1.11,
18.235,NA,0.85,
18.637,NA,0.73,
21.106,NA,1.08,
18.416,NA,1.97,
19.595,NA,0.51,
18.235,NA,0.2,
18.637,NA,0,
21.106,NA,0.52,
18.355,NA,0.73,
18.527,NA,0,
21.114,NA,0.37,
18.416,NA,1.12,
18.355,NA,0.75,
21.114,NA,1.2,
17.405,NA,1.18,
18.527,NA,1.64,
19.595,NA,1.16,
18.235,NA,0.83,
18.416,NA,0.8,
18.355,NA,3.1,
19.595,NA,2.97,
18.637,NA,0.55,
18.527,NA,0.28,
17.341,NA,0.42,
21.106,NA,1.37,
21.114,NA,0.85,
18.235,NA,1.16,
18.416,NA,0.7,
21.114,NA,0.83,
17.283,NA,0.83,
21.106,NA,0.62,
18.637,NA,0.76,
19.595,NA,0.73,
18.355,NA,0.72,
18.527,NA,0.63,
17.333,NA,0.37,
19.328,NA,0.91,
20.369,NA,1.9,
18.855,NA,0.99,
16.853,NA,0.57,
18.082,NA,0.62,
18.637,NA,0.46,
21.521,NA,0.69,
18.27,NA,3,
17.333,NA,2.6,
16.853,NA,1.05,
19.328,NA,1.22,
18.855,NA,0.89,
20.369,NA,0.85,
18.082,NA,0.67,
18.27,NA,0.81,
18.637,NA,1.88,
21.521,NA,0.87,
17.333,NA,0.72,
20.369,NA,0.82,
19.328,NA,1.66,
18.855,NA,2.95,
